"vote_id","kmmbr_id","kmmbr_name","vote_result","knesset_num","faction_id","faction_name","reason","modifier","remark"
1121,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1122,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1123,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1124,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1126,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1145,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1148,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1149,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1150,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1151,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1152,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1153,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1192,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1193,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1194,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1195,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1216,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1243,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1244,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1245,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1247,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1248,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1249,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1267,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1268,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1270,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1271,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1273,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1274,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1275,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1276,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1277,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1278,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1304,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1305,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1306,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1307,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1308,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1316,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1317,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1318,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1319,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1320,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1321,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1322,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1323,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1324,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1325,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1326,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1327,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1329,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1330,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1438,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1439,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1461,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1462,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1463,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1464,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1465,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1466,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1467,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1468,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1508,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1509,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1510,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1511,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1512,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1513,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1515,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1516,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1517,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1518,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1519,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1520,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1521,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1522,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1523,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1524,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1542,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1543,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1544,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1545,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1546,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1704,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1726,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1727,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1748,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1749,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1750,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1751,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1752,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1753,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1754,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1755,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1765,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1766,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
1767,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2147,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2148,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2150,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2151,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2153,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2154,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2155,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2156,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2157,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2158,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2159,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2160,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2161,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2162,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2163,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2164,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2165,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2166,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2184,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2185,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2186,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2189,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2190,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2191,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2192,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2204,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2205,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2206,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2207,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2208,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2209,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2210,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2211,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2212,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2213,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2214,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2239,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2240,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2241,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2242,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2249,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2263,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2264,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2265,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2334,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2336,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2337,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2338,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2339,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2340,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2341,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2342,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2363,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2370,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2372,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2373,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2374,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2375,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2376,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2377,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2379,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2400,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2401,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2402,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2439,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2441,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2442,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2462,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2463,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2464,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2465,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2532,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2533,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2534,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2535,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2536,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2537,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2538,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2539,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2602,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2603,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2604,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2605,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2606,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2607,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2608,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2609,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2610,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2620,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2624,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2625,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2626,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2627,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2629,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2630,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2631,"000000405","בנימין אלון",4,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2632,"000000405","בנימין אלון",4,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2634,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2635,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2637,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2669,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2670,"000000405","בנימין אלון",3,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2671,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2672,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2673,"000000405","בנימין אלון",2,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2728,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2729,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
2739,"000000405","בנימין אלון",1,16,45,"האיחוד הלאומי-ישראל ביתנו",,,
